cpg,gene_genomic_context,statistical_rank,candidate_priority_score,robust_contrasts,tier1_contrasts,tier2_contrasts,tier3_contrasts,same_direction_contrasts,max_n_datasets,best_fdr,best_neg_log10_fdr,mean_i2,min_i2,strongest_contrast,strongest_supported_contrast,top_random_effect,top_effect_direction,max_abs_meta_effect,strict_internal_support_subset,likely_dataset_sensitive,priority_label,best_nonzero_folds,all5_any_run,r2_disease_group,r2_dataset,disease_r2_after_dataset,dataset_warning,UCSC_RefGene_Name,chr,pos,Relation_to_Island,UCSC_RefGene_Group,Regulatory_Feature_Group,Enhancer,DHS,DMR
cg24735235,FLJ37453,61,78.45012601090563,4,3,1,0,3,6,7.003197128075253e-13,12.154703648829734,21.16333086550344,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.09108388278482728,higher methylation in case/higher stage,0.09108388278482728,FALSE,FALSE,stage_replicated_all5,5,TRUE,0.10364119580354005,0.03173138523227938,0.08833186250941502,none,FLJ37453,chr1,16163479,N_Shore,Body,NA,NA,NA,NA
cg05084668,ALG1L,62,78.39910612362317,4,4,0,0,4,6,1.6189861687245598e-8,7.790756861482735,11.088473588294727,0,disease_vs_healthy,Disease vs healthy,0.05638250365513022,higher methylation in case/higher stage,0.05731813935050687,FALSE,FALSE,stable_secondary,4,FALSE,0.19346754247855055,0.17157760848956283,0.07624339988291068,none,ALG1L,chr3,125655381,OpenSea,5'UTR,Unclassified_Cell_type_specific,NA,TRUE,NA
cg24435571,ARL3,63,78.31509885135372,4,4,0,0,4,6,9.083472416919418e-12,11.041748098260596,58.28249634857386,27.161654035569676,disease_vs_healthy,Disease vs healthy,-0.1073764629296497,lower methylation in case/higher stage,0.16560121366994263,FALSE,FALSE,stable_secondary,4,FALSE,0.3285594727766117,0.21712388351452896,0.23343109448721253,high_heterogeneity,ARL3,chr10,104436140,OpenSea,3'UTR,NA,TRUE,TRUE,NA
cg20457145,KTN1,64,77.9841052329412,4,3,1,0,4,6,4.265552280772745e-19,18.37002473074171,67.4982415715599,29.271559330317125,progression_score,Ordinal progression score,0.07163923997930707,higher methylation in case/higher stage,0.15646003807358363,FALSE,FALSE,stable_secondary,4,FALSE,0.4321255422100138,0.1244935173863143,0.3645467997784591,high_heterogeneity,KTN1;KTN1;KTN1;KTN1,chr14,56060624,OpenSea,5'UTR;5'UTR;5'UTR;5'UTR,NA,TRUE,NA,NA
cg08840441,GMIP,65,77.75679905358942,4,4,0,0,4,6,6.779989909045226e-10,9.16877095251188,43.22681226337821,28.62538968362456,advanced_vs_nonadvanced,Advanced vs non-advanced,0.12896588224234093,higher methylation in case/higher stage,0.12896588224234093,FALSE,FALSE,stable_secondary,4,FALSE,0.23788196342549128,0.15113023903550138,0.18979600246905096,none,GMIP,chr19,19748461,Island,Body,NA,NA,TRUE,NA
cg09776041,NADSYN1,66,77.70842590960336,4,3,1,0,4,6,1.2659039623692275e-9,8.897599240760345,60.39787117857742,39.323014963042326,disease_vs_healthy,Disease vs healthy,-0.10443985794893144,lower methylation in case/higher stage,0.10443985794893144,TRUE,FALSE,stage_and_binary,4,FALSE,0.14670955557869572,0.07950756385590826,0.16555733002380288,high_heterogeneity,NADSYN1,chr11,71200489,OpenSea,Body,Unclassified_Cell_type_specific,TRUE,TRUE,NA
cg06512249,GABBR1,67,77.23517218159918,3,3,0,0,3,6,8.346825366702481e-32,31.078478672765783,40.39525778673717,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.12297193183418775,higher methylation in case/higher stage,0.12297193183418775,FALSE,FALSE,stable_secondary,4,FALSE,0.2728353024908312,0.13183520103725582,0.1764825633184634,none,GABBR1;GABBR1,chr6,29599390,N_Shore,Body;Body,NA,NA,TRUE,RDMR
cg02080909,BAIAP2,68,77.19076744494092,4,3,1,0,3,6,4.6236954041287056e-21,20.33501078372751,50.8748020733669,19.148934373523215,advanced_vs_nonadvanced,Advanced vs non-advanced,0.16427827267728426,higher methylation in case/higher stage,0.16427827267728426,FALSE,FALSE,stable_secondary,4,FALSE,0.27916655907734617,0.03393270297581272,0.26663780885264643,high_heterogeneity,BAIAP2;BAIAP2;BAIAP2;BAIAP2,chr17,79058333,OpenSea,Body;Body;Body;Body,Unclassified,NA,NA,NA
cg11394588,IGFALS,69,77.13213871624546,4,3,1,0,3,6,5.018272686629081e-20,19.29944574336404,37.54946608218722,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.08945909315534907,higher methylation in case/higher stage,0.09689651268097813,FALSE,FALSE,stable_secondary,4,FALSE,0.20499523234977585,0.11754106113390982,0.11654942462353504,none,IGFALS;IGFALS;IGFALS,chr16,1842068,Island,Body;Body;Body,NA,NA,NA,NA
cg23180841,intergenic/no-gene,70,76.32468579279951,3,3,0,0,3,6,1.3611142610386959e-22,21.866105415681528,39.631759963551175,9.803201886595136,disease_vs_healthy,Disease vs healthy,0.10968209182410346,higher methylation in case/higher stage,0.10968209182410346,FALSE,FALSE,stage_replicated_all5,5,TRUE,0.21403989236064316,0.04992647422706482,0.17396203790407927,none,NA,chr2,28897312,OpenSea,NA,NA,TRUE,NA,NA
cg08223651,TRIM39,71,76.01122095328526,4,4,0,0,4,6,2.1622538254176535e-9,8.665093325874013,71.08688749653098,61.30058439009613,progression_score,Ordinal progression score,0.07338256266346804,higher methylation in case/higher stage,0.12611815119530786,FALSE,FALSE,stable_secondary,4,FALSE,0.40833444444844,0.11413593809796556,0.32056727517749045,high_heterogeneity,TRIM39;TRIM39,chr6,30308712,OpenSea,Body;Body,NA,NA,NA,NA
cg20502977,COL6A3,72,75.92051808947282,3,3,0,0,3,6,4.8710730439943454e-18,17.31237535793268,63.96289322160104,42.1040595324904,disease_vs_healthy,Disease vs healthy,0.14344657268942915,higher methylation in case/higher stage,0.14344657268942915,TRUE,FALSE,stage_and_binary_all5,6,TRUE,0.32819710838023597,0.07190231457861232,0.2666727443317086,high_heterogeneity,COL6A3;COL6A3;COL6A3,chr2,238235136,OpenSea,Body;Body;Body,NA,TRUE,NA,NA
cg03714676,KIAA0146,73,75.5927089556106,4,4,0,0,4,6,2.3839264580740402e-9,8.622707146308173,78.86372093610231,66.95508997110467,progression_score,Ordinal progression score,0.07093182938020001,higher methylation in case/higher stage,0.15844110854961763,FALSE,FALSE,stable_secondary,4,FALSE,0.5007827038192879,0.20121640297467977,0.3492132235763851,high_heterogeneity,KIAA0146,chr8,48174649,S_Shore,Body,Promoter_Associated,NA,NA,RDMR
cg01739725,intergenic/no-gene,74,75.48339378885822,3,3,0,0,3,6,8.827118067918652e-28,27.05418106442856,19.09065912483515,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.10448663070650428,higher methylation in case/higher stage,0.10448663070650428,FALSE,FALSE,stable_secondary,4,FALSE,0.1798154254927608,0.08626510352879217,0.14885041787269487,none,NA,chr14,38071393,S_Shelf,NA,NA,NA,NA,NA
cg21443659,intergenic/no-gene,75,75.32481116908404,4,4,0,0,4,6,4.458038754844293e-4,3.3508561604089744,40.41576286404484,0,disease_vs_healthy,Disease vs healthy,0.09248076169754152,higher methylation in case/higher stage,0.09248076169754152,FALSE,FALSE,stable_secondary,5,TRUE,0.12864905593614195,0.08767429897990897,0.07662454164535257,none,NA,chr2,217745721,OpenSea,NA,NA,TRUE,NA,NA
cg02072170,FAM43A,76,74.936031399999,3,3,0,0,3,6,5.632532024462004e-29,28.24929633036177,46.76952062508488,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.11589028911807106,lower methylation in case/higher stage,0.11589028911807106,FALSE,FALSE,stable_secondary,4,FALSE,0.25323273006775093,0.1540792689149118,0.1841621352663157,none,FAM43A,chr3,194406190,N_Shore,TSS1500,Promoter_Associated,NA,NA,CDMR
cg15209053,GRID1,77,74.91243176022927,3,3,0,0,3,6,6.2463268731689445e-28,27.204375292680417,32.612618892940546,0,disease_vs_healthy,Disease vs healthy,0.1244000028693862,higher methylation in case/higher stage,0.1244000028693862,FALSE,FALSE,stable_secondary,4,FALSE,0.2053029838127908,0.05599265352605362,0.176989592485083,none,GRID1,chr10,87426906,OpenSea,Body,NA,TRUE,NA,NA
cg20799176,intergenic/no-gene,78,74.8873751543668,4,4,0,0,4,6,1.3589641915463452e-5,4.866791986695552,40.38758472640197,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.02881808191600418,lower methylation in case/higher stage,0.06623167988326682,FALSE,FALSE,stable_secondary,4,FALSE,0.38336501921798866,0.3443251217470843,0.08643137922300242,none,NA,chr11,115477699,OpenSea,NA,NA,TRUE,NA,NA
cg04984818,ZFYVE21,79,74.69930088154958,4,3,1,0,4,6,5.427275744756468e-7,6.265418112567584,73.72983594495476,63.696642586251215,progression_score,Ordinal progression score,0.08342758212563901,higher methylation in case/higher stage,0.15719104234768172,FALSE,FALSE,stage_replicated_all5,6,TRUE,0.35469372479464484,0.03089996882106321,0.3255859323050719,high_heterogeneity,ZFYVE21,chr14,104195301,S_Shore,Body,NA,NA,NA,NA
cg16579770,DHODH,80,74.14691445839188,3,3,0,0,3,6,2.756207467108187e-26,25.55968809502672,24.89734416253675,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.1263243812325077,higher methylation in case/higher stage,0.1263243812325077,FALSE,FALSE,stable_secondary,4,FALSE,0.2317619353254463,0.09658956215481238,0.16311992617854873,none,DHODH,chr16,72058938,OpenSea,3'UTR,NA,NA,NA,NA
cg10470891,intergenic/no-gene,81,74.088380439486,4,3,1,0,3,6,1.1271626594371557e-7,6.948013406936498,35.50457890739094,0,fibrosis_vs_nonfibrosis,Fibrosis vs non-fibrosis,-0.06737486045577107,lower methylation in case/higher stage,0.10737202414092745,FALSE,FALSE,stage_replicated_all5,6,TRUE,0.1770432851774952,0.11159237516176022,0.07875412474540484,none,NA,chr5,125338217,OpenSea,NA,NA,TRUE,NA,NA
cg26160889,TAOK1,82,73.89509584721127,4,3,1,0,4,6,2.5596850519087233e-13,12.591813467747768,68.3834716042434,52.84178987961292,advanced_vs_nonadvanced,Advanced vs non-advanced,0.17418304139427823,higher methylation in case/higher stage,0.17418304139427823,FALSE,FALSE,stable_secondary,4,FALSE,0.3801342470194872,0.0945924529397788,0.3120174877582998,high_heterogeneity,TAOK1,chr17,27870753,OpenSea,3'UTR,NA,NA,NA,NA
cg03065308,IFNGR1,83,73.35067303047796,4,3,1,0,3,6,1.3099978366122917e-8,7.882729421556541,23.344751292232207,0,disease_vs_healthy,Disease vs healthy,-0.05799727951252684,lower methylation in case/higher stage,0.07014372926084202,FALSE,FALSE,stage_all5,6,TRUE,0.25897481306861925,0.23671662730448745,0.07227188686198666,none,IFNGR1,chr6,137538584,N_Shore,Body,NA,NA,NA,NA
cg02306798,TRIO,84,72.06299353655157,3,3,0,0,3,6,4.565233205997271e-23,22.340537032479983,21.50764772368827,0,disease_vs_healthy,Disease vs healthy,0.09325232266816633,higher methylation in case/higher stage,0.095916100135802,FALSE,FALSE,stable_secondary,4,FALSE,0.17388771168881728,0.10274212926711944,0.13039317490377117,none,TRIO,chr5,14245929,OpenSea,Body,NA,TRUE,NA,NA
cg10221365,JMJD5,85,71.42395259385557,4,2,2,0,2,6,1.511122540741531e-9,8.82070031619706,35.0107525496475,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.1008488972005866,higher methylation in case/higher stage,0.1008488972005866,TRUE,FALSE,stage_and_binary_all5,5,TRUE,0.07383301273026814,0.0439113701626596,0.07159524931778821,none,JMJD5;JMJD5,chr16,27214422,N_Shore,TSS1500;TSS1500,Promoter_Associated,NA,NA,NA
cg19357999,P2RX4,86,71.3458635265732,3,3,0,0,3,6,3.2328393847419357e-22,21.490415871649823,23.94855167163377,0,progression_score,Ordinal progression score,0.03897183750323565,higher methylation in case/higher stage,0.11219319137857094,FALSE,FALSE,stable_secondary,4,FALSE,0.20738166085956475,0.09232063016248418,0.13022557076241426,none,P2RX4,chr12,121661762,OpenSea,Body,Unclassified_Cell_type_specific,NA,NA,DMR
cg22776235,intergenic/no-gene,87,71.19079284016662,3,3,0,0,3,6,5.2775900055886205e-22,21.277564351369968,24.070044115847168,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.10618154482116864,higher methylation in case/higher stage,0.10618154482116864,FALSE,FALSE,stable_secondary,4,FALSE,0.1978975014856192,0.1362098873744416,0.13373861265797324,none,NA,chr6,362023,OpenSea,NA,NA,NA,NA,NA
cg12870014,ANKRD13A,88,70.93567585874314,3,3,0,0,3,6,9.1366641485667e-9,8.039212338873385,33.835455569364626,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.1091342655669612,higher methylation in case/higher stage,0.1091342655669612,TRUE,FALSE,stage_and_binary_all5,5,TRUE,0.10416598456388358,0.02963079370415765,0.09097584761758344,none,ANKRD13A,chr12,110450643,OpenSea,Body,Gene_Associated_Cell_type_specific,NA,NA,NA
cg19876649,MYOM1,89,70.65242223199353,4,3,1,0,3,6,6.0569495217564054e-6,5.217746045705033,0,0,disease_vs_healthy,Disease vs healthy,0.05103177612205201,higher methylation in case/higher stage,0.05396523493507527,FALSE,FALSE,stable_secondary,5,TRUE,0.20297162278520603,0.17940415944948115,0.04316863559754763,none,MYOM1;MYOM1,chr18,3220273,OpenSea,TSS200;TSS200,NA,NA,NA,NA
cg13216124,intergenic/no-gene,90,70.37465916015812,3,3,0,0,3,6,3.8293308621604505e-11,10.41687710808356,78.34309631000764,58.926181198770664,progression_score,Ordinal progression score,0.0924285357335914,higher methylation in case/higher stage,0.16394433370699582,FALSE,FALSE,stage_and_binary_all5,5,TRUE,0.4236666367589673,0.1585020811127182,0.37036885618497745,high_heterogeneity,NA,chr8,23285320,OpenSea,NA,NA,TRUE,NA,NA
cg01771213,DAB1,91,69.96680084475575,3,3,0,0,3,6,2.5225439106763926e-20,19.5981612651313,25.0382408167233,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.1281728336131956,higher methylation in case/higher stage,0.1281728336131956,FALSE,FALSE,stable_secondary,6,FALSE,0.1787363725157796,0.10770386359702594,0.12818353675540028,none,DAB1,chr1,57735838,OpenSea,Body,NA,TRUE,NA,NA
cg20366549,SCNN1A,92,69.81975846658082,3,2,1,0,3,6,8.459876078516844e-29,28.0726359985225,46.62173464769878,0,disease_vs_healthy,Disease vs healthy,-0.12068590140207389,lower methylation in case/higher stage,0.12068590140207389,FALSE,FALSE,stable_secondary,4,FALSE,0.23796919336531475,0.15123600444918045,0.1571124878000512,none,SCNN1A;SCNN1A,chr12,6486123,OpenSea,Body;TSS1500,Unclassified,TRUE,TRUE,NA
cg20912978,KCNB1,93,69.59569005575818,4,3,1,0,4,6,1.8130558491357426e-7,6.741588817747903,72.46844233330692,62.173921297888334,disease_vs_healthy,Disease vs healthy,-0.11855199921947272,lower methylation in case/higher stage,0.11855199921947272,FALSE,FALSE,stable_secondary,4,FALSE,0.3226677692243072,0.09292023034730316,0.3048321049815962,high_heterogeneity,KCNB1,chr20,48061990,OpenSea,Body,NA,NA,NA,DMR
cg00978584,CASP8,94,69.48413383875454,4,3,1,0,4,6,1.3663126047738533e-6,5.864449925108177,62.41962217642355,32.229846665061714,disease_vs_healthy,Disease vs healthy,-0.07810798263939017,lower methylation in case/higher stage,0.15373029546347394,FALSE,FALSE,stable_secondary,4,FALSE,0.22023172543732197,0.0790099742613667,0.16680208603250596,high_heterogeneity,CASP8;CASP8;CASP8;CASP8;CASP8;CASP8,chr2,202122832,OpenSea,5'UTR;5'UTR;5'UTR;1stExon;5'UTR;5'UTR,Promoter_Associated,TRUE,TRUE,NA
cg00179374,PLXNA4,95,69.4252917580818,3,2,1,0,2,6,1.4089213079590826e-17,16.851113262727065,27.40975051654275,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.09802288825785084,higher methylation in case/higher stage,0.09802288825785084,TRUE,FALSE,stage_and_binary_all5,5,TRUE,0.27100958903656325,0.24005303705788217,0.1125885972083071,none,PLXNA4;PLXNA4;PLXNA4,chr7,132259150,N_Shore,5'UTR;5'UTR;5'UTR,NA,NA,NA,NA
cg19595402,SRCIN1,96,69.36366241350787,3,3,0,0,3,6,1.1296608907170669e-7,6.947051906421781,49.98547841974744,17.402955351904943,disease_vs_healthy,Disease vs healthy,-0.06995916590750986,lower methylation in case/higher stage,0.1165361995589001,TRUE,FALSE,stage_and_binary_all5,6,TRUE,0.07123624293506123,0.06577829437844818,0.09245390776348712,none,SRCIN1,chr17,36728859,Island,Body,Unclassified_Cell_type_specific,TRUE,NA,NA
cg09592244,intergenic/no-gene,97,69.27517983379776,4,3,1,0,4,6,1.4110778849453972e-4,3.8504490145457937,38.402689527685936,0,disease_vs_healthy,Disease vs healthy,-0.05466359481057771,lower methylation in case/higher stage,0.1009653401765296,FALSE,FALSE,stable_secondary,4,FALSE,0.07507063958670529,0.06116309999295838,0.03389082407233128,none,NA,chr17,37024020,N_Shore,NA,Unclassified,NA,NA,NA
cg12065285,ARHGEF2,98,69.14747419465307,3,3,0,0,3,6,4.206561851171971e-22,21.376072721053564,66.31553420168834,32.807824697828764,disease_vs_healthy,Disease vs healthy,-0.13745196921638836,lower methylation in case/higher stage,0.13745196921638836,FALSE,FALSE,stable_secondary,4,FALSE,0.3714488350454727,0.30161148318021325,0.22739835901525615,high_heterogeneity,ARHGEF2;ARHGEF2;ARHGEF2,chr1,155946346,N_Shore,Body;Body;5'UTR,Promoter_Associated,NA,TRUE,NA
cg14223001,intergenic/no-gene,99,69.1293245250942,3,0,3,0,3,6,1.2717744769086463e-47,46.89558989506947,43.95176802908851,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.06621925473451679,higher methylation in case/higher stage,0.06621925473451679,FALSE,TRUE,stable_secondary,4,FALSE,0.33802442003091054,0.8569971450652077,0.03097624732769222,dataset_r2_gt_disease_r2,NA,chr11,44978881,Island,NA,NA,NA,NA,NA
cg09824603,intergenic/no-gene,100,68.43902107560513,3,3,0,0,3,6,3.516662866441824e-14,13.453869264399003,79.57374818948344,72.96465654897312,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.1904999409284913,lower methylation in case/higher stage,0.1904999409284913,FALSE,FALSE,stage_replicated_all5,6,TRUE,0.3990798746829528,0.11235254071754835,0.4076526062936829,high_heterogeneity,NA,chr7,46185114,OpenSea,NA,NA,TRUE,TRUE,NA
cg00679763,UBE2Z,101,67.21019827868255,3,3,0,0,3,6,2.981318342743059e-7,6.525591647880469,87.1543174966753,82.81161129709412,progression_score,Ordinal progression score,-0.09236175776736852,lower methylation in case/higher stage,0.14218194009470633,FALSE,FALSE,stage_and_binary_all5,6,TRUE,0.3917972571092828,0.13642860768896473,0.3157931526966994,high_heterogeneity,UBE2Z,chr17,46993161,OpenSea,Body,Unclassified_Cell_type_specific,TRUE,TRUE,NA
cg10955972,MAPT/LOC100130148,102,66.9761987085956,3,2,1,0,2,6,3.5462888283804236e-20,19.450225896071935,42.77918837309491,7.999538118949805,disease_vs_healthy,Disease vs healthy,0.14700040886442864,higher methylation in case/higher stage,0.14700040886442864,FALSE,FALSE,stage_and_binary,4,FALSE,0.17628836309540083,0.02770027820726649,0.1634263192961381,none,MAPT;MAPT;MAPT;MAPT;LOC100130148;MAPT;MAPT,chr17,43976002,S_Shore,5'UTR;5'UTR;5'UTR;5'UTR;Body;5'UTR;5'UTR,NA,NA,NA,CDMR
cg13417862,NXN,103,66.94750514164079,3,3,0,0,3,6,2.2945997425050473e-6,5.6392930594868345,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.06506532700763959,lower methylation in case/higher stage,0.06506532700763959,FALSE,FALSE,stage_replicated_all5,5,TRUE,0.13646576156661946,0.13445299813805453,0.04347435221004844,none,NXN,chr17,855238,OpenSea,Body,NA,NA,TRUE,DMR
cg13280882,SLC22A3,104,66.47395986226974,4,1,3,0,2,6,6.671523648150872e-10,9.17577497021878,38.98165233766798,10.231377276234458,advanced_vs_nonadvanced,Advanced vs non-advanced,0.12128356806022536,higher methylation in case/higher stage,0.12128356806022536,TRUE,FALSE,stage_and_binary_all5,5,TRUE,0.12501086295687805,0.03399218917040834,0.11335457136326604,none,SLC22A3,chr6,160771574,S_Shore,Body,NA,NA,NA,CDMR
cg23261097,THOP1,105,66.4084234455671,2,2,0,0,2,6,1.190943727976191e-38,37.92410875842216,32.76905370656847,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.2116009294784876,higher methylation in case/higher stage,0.2116009294784876,FALSE,FALSE,stable_secondary,4,FALSE,0.2313892195184633,0.02293186506654362,0.21690465760247213,none,THOP1,chr19,2811736,Island,Body,NA,NA,TRUE,NA
cg10650127,IGF2/INS-IGF2,106,66.08413280234487,3,3,0,0,3,6,1.863696386625745e-9,8.729624836806554,70.53209166839457,56.94151771453731,disease_vs_healthy,Disease vs healthy,0.11782110721448258,higher methylation in case/higher stage,0.11782110721448258,FALSE,FALSE,stage_and_binary,6,FALSE,0.35871726463370524,0.2250992411622292,0.1750601641164816,high_heterogeneity,IGF2;INS-IGF2;INS-IGF2,chr11,2170870,OpenSea,TSS200;Body;Body,NA,NA,NA,NA
cg08134286,PER3,107,65.7960014904079,3,2,1,0,2,6,6.754600608773454e-20,19.170400325181365,62.46557474438104,20.982569626401375,progression_score,Ordinal progression score,0.08763194101531038,higher methylation in case/higher stage,0.20752894372741937,TRUE,FALSE,stage_and_binary,6,FALSE,0.4087808653652126,0.07320381646699307,0.3651763237237088,high_heterogeneity,PER3,chr1,7845798,S_Shore,Body,NA,NA,NA,NA
cg22835712,intergenic/no-gene,108,65.40038166898591,3,3,0,0,3,6,3.433456628479528e-13,12.464268434255208,16.49212469985451,0,disease_vs_healthy,Disease vs healthy,0.09493997266910913,higher methylation in case/higher stage,0.09493997266910913,FALSE,FALSE,stable_secondary,4,FALSE,0.1171861655960698,0.05248995407918077,0.08725380160196891,none,NA,chr2,102737379,OpenSea,NA,NA,NA,NA,NA
cg25303761,intergenic/no-gene,109,65.23333266677159,3,3,0,0,3,6,8.961524668421041e-7,6.0476180953879934,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.064297148209145,higher methylation in case/higher stage,0.064297148209145,FALSE,FALSE,stage_all5,5,TRUE,0.07245732715909593,0.04186195154732555,0.07184257551332646,none,NA,chr1,31256028,OpenSea,NA,Unclassified,TRUE,NA,NA
cg21757951,intergenic/no-gene,110,65.12612406655765,4,0,4,0,4,6,1.5387424071003163e-25,24.812834077074484,34.8571957478897,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.0919375050233064,lower methylation in case/higher stage,0.0919375050233064,FALSE,TRUE,stable_secondary,4,FALSE,0.3439442363688268,0.36375255029120873,0.11203605603017763,dataset_r2_gt_disease_r2,NA,chr11,326987,N_Shelf,NA,Unclassified,TRUE,NA,NA
cg05031931,FAM20C,111,65.05522689642405,3,2,1,0,2,6,3.1961505147437773e-13,12.495372776860089,53.83068094756024,26.188824027274876,advanced_vs_nonadvanced,Advanced vs non-advanced,0.1391817915684948,higher methylation in case/higher stage,0.1391817915684948,TRUE,FALSE,stage_and_binary_all5,5,TRUE,0.29351303241933835,0.03783944343489833,0.2667520621103826,high_heterogeneity,FAM20C,chr7,214779,N_Shelf,Body,NA,TRUE,TRUE,NA
cg20353780,TAOK3,112,64.9970984711191,3,3,0,0,3,6,2.1622538254176535e-9,8.665093325874013,81.36933713985393,69.73109776648052,progression_score,Ordinal progression score,0.08864798410333315,higher methylation in case/higher stage,0.16088663291939573,FALSE,FALSE,stage_replicated_all5,6,TRUE,0.5139177996325734,0.21695347320443992,0.3695707779671504,high_heterogeneity,TAOK3,chr12,118588556,OpenSea,3'UTR,NA,NA,NA,NA
cg10875695,intergenic/no-gene,113,64.9565007640675,4,0,4,0,4,6,9.960055009486883e-11,10.00173826295676,20.894320400044517,0,progression_score,Ordinal progression score,0.02783715396480058,higher methylation in case/higher stage,0.07806636811868924,FALSE,TRUE,stage_and_binary_all5,5,TRUE,0.2454525730444274,0.27300503432518786,0.06500933851304946,dataset_r2_gt_disease_r2,NA,chr13,114966314,S_Shore,NA,NA,TRUE,NA,NA
cg25261547,PLEKHA4,114,64.61092967632321,3,3,0,0,3,6,1.898300593783925e-7,6.7216350164160055,71.8842967033599,57.73255909967536,disease_vs_healthy,Disease vs healthy,0.1398224638122562,higher methylation in case/higher stage,0.1398224638122562,FALSE,FALSE,stage_and_binary,6,FALSE,0.386697140380768,0.13326634042859406,0.2817069651706986,high_heterogeneity,PLEKHA4;PLEKHA4,chr19,49363369,OpenSea,Body;Body,Unclassified,TRUE,TRUE,NA
cg07635249,HCCA2,115,64.32347449544685,3,3,0,0,3,6,7.518795917852728e-11,10.123851703038884,5.26443393360743,0,fibrosis_vs_nonfibrosis,Fibrosis vs non-fibrosis,0.09371919946159664,higher methylation in case/higher stage,0.09371919946159664,FALSE,FALSE,stable_secondary,4,FALSE,0.12910924660050407,0.10046558962196768,0.07797676830153712,none,HCCA2,chr11,1703424,OpenSea,Body,NA,NA,NA,NA
cg17622855,ZDHHC14,116,64.02597533470791,3,2,1,0,2,6,5.5471410364371966e-24,23.255930792014123,35.06352439403927,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.12078153790606529,higher methylation in case/higher stage,0.12078153790606529,FALSE,FALSE,stable_secondary,4,FALSE,0.21281577323570663,0.08832932129165984,0.1729525550392535,none,ZDHHC14;ZDHHC14,chr6,157982358,OpenSea,Body;Body,NA,NA,NA,NA
cg04067249,intergenic/no-gene,117,63.881731476022466,3,3,0,0,3,6,7.642593287436527e-10,9.11675925146067,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.1113162523991842,higher methylation in case/higher stage,0.1113162523991842,FALSE,FALSE,stable_secondary,4,FALSE,0.1011583345524704,0.03701664223122214,0.0902485829207135,none,NA,chr6,53330099,OpenSea,NA,NA,TRUE,NA,NA
cg09803321,NT5C2,118,63.711103637054485,2,2,0,0,2,6,9.78052338829088e-31,30.009637904050376,45.91285791561558,13.225325389333422,disease_vs_healthy,Disease vs healthy,0.13146912150316661,higher methylation in case/higher stage,0.13146912150316661,FALSE,FALSE,binary_all5,5,TRUE,0.32897293600705674,0.13315372120807178,0.2174559556774574,none,NT5C2;NT5C2,chr10,104913480,OpenSea,Body;Body,NA,TRUE,NA,NA
cg05099288,CD164,119,63.710635312684325,3,3,0,0,3,6,1.1137908330679658e-6,5.95319636084416,69.13204279813166,58.644721866869645,progression_score,Ordinal progression score,-0.05872045342869363,lower methylation in case/higher stage,0.11778221248587575,FALSE,FALSE,stage_replicated_all5,5,TRUE,0.38452448725950544,0.32032642707411413,0.19740948917005713,high_heterogeneity,CD164;CD164;CD164;CD164;CD164,chr6,109700555,N_Shelf,Body;Body;Body;Body;Body,Promoter_Associated_Cell_type_specific,NA,NA,NA
cg01476047,ASCC1,120,63.64357003663424,3,3,0,0,3,6,6.986170646012256e-14,13.155760810379398,61.30925061262688,47.866237198748415,advanced_vs_nonadvanced,Advanced vs non-advanced,0.12366286190187915,higher methylation in case/higher stage,0.12366286190187915,FALSE,FALSE,stable_secondary,4,FALSE,0.41415168200898794,0.2948547549385776,0.19960212215305884,high_heterogeneity,ASCC1,chr10,73974007,N_Shore,5'UTR,NA,NA,NA,NA
cg10023454,QSOX1,121,63.635672470504545,3,3,0,0,3,6,5.278572187219554e-14,13.27748353486564,63.171320078027904,37.32565025268965,advanced_vs_nonadvanced,Advanced vs non-advanced,0.1386120757410133,higher methylation in case/higher stage,0.1386120757410133,FALSE,FALSE,stable_secondary,4,FALSE,0.46865540988867344,0.2904625192141749,0.23392932529006005,high_heterogeneity,QSOX1;QSOX1,chr1,180137918,OpenSea,Body;Body,Gene_Associated,TRUE,TRUE,NA
